image_name|comment_number|comment|Translated Comment
4631832689.jpg|0|A man in a green jacket sitting in front of a wall of paintings and pictures that are for sale .|Ногоон хүрэмтэй ногоон хүрэм, зарах зориулалттай зураг.
4631838133.jpg|0|A bearded man , using a wooden pole , stirs bowl-like objects around in a large metal box filled with water .|Модон туйлыг ашиглан сахалтай хүн, аягатай төстэй объектуудыг усаар дүүргэсэн том төмөр хайрцганд багтаана.
4631840705.jpg|0|A man climbing the side of a cliff and with another man at the base helping him .|Хавхууны хажуугийн хажуу тийш авирч, өөр хүн түүнд тусалдаг.
4631909374.jpg|0|A man bends down in an outdoor area that is also covered while birds walk around him .|Эрэгтэй хүн гадаа алхаж байхдаа гадаа хучигдсан байдаг.
4631915030.jpg|0|A woman wearing a green and white shirt and a cap is smiling , while another woman wearing a gray shirt and white cap is facing her .|Ногоон, цагаан цамц өмссөн эмэгтэй нь саарал цамц өмсөж, саарал цамц өмссөн өөр нэг эмэгтэй нь түүнтэй нүүр тулж байна.
4631958466.jpg|0|2 women walk down the sidewalk wearing gloves , face masks and carrying brooms .|2 эмэгтэй бээлий өмсөж, нүүрний маск өмсөж, барьцаалж, шүүрч авав.
4632399460.jpg|0|a man in a bright orange shirt and black jeans holds an ice cream cone out of a small vending cooler while other people stand around .|Хурц улбар шар өнгийн цамц, хар жинсэн өмд нь жижигхэн дэлгүүр хэсгээс зайрмагны конусыг жижигхэн дэлгүүрээс холдуулж байхад нь бусад хүмүүс зогсож байх болно.
463246331.jpg|0|Two asian women working in a restaurant prepare meals .|Ресторанд ажилладаг хоёр азийн эмэгтэйчүүд хоол бэлддэг.
4632504882.jpg|0|A man with a loudspeaker stands in front of a bicycle with a flag mounted on it , viewed from above .|Чанга яригчтай хүн дугуйгаараа унадаг дугуйн урд зогсож, дээрээс нь харагдаж байна.
4632869465.jpg|0|A blond girl smiles while holding flowers and her diploma after a graduation ceremony .|Төгсөлтийн ёслолын дараа цэцэг, шаргал, дипломыг барьж байхдаа шаргал охин инээмсэглэв.
4632905427.jpg|0|A man with a green and red hat , wearing a purple shirt and blue pants , walks between a cement wall and a tree .|Нил ягаан өнгийн цамц, цэнхэр өнгийн малгай, цэнхэр өмд өмссөн хүн.
4633043171.jpg|0|An old man wearing a gray jacket is looking at a red bus on the street next to a large sign .|Саарал хүрэм өмссөн хөгшин хүн том тэмдгийн хажууд гудамжинд улаан автобусаар хардаг.
4633066958.jpg|0|Children playing inside huge bubbles as they float in a large pool of water .|Их хэмжээний усан санд хөвж байхдаа асар том бөмбөлгийг тоглож байгаа хүүхдүүд.
4633221176.jpg|0|A baby wearing a pink outfit with flowers on it has its mouth open .|Нялх хүүхэд ягаан өнгийн хувцас өмссөн ягаан хувцас өмссөн хүүхэд нь ам нээгддэг.
4633260902.jpg|0|A large group of police dressed in riot gear walk down a street .|Цагдаагийн газрын олон тооны цагдаагийн газар нь гудамжаар алхаж байв.
4633283026.jpg|0|Two men run a race next to each other ; one is listening to music .|Хоёр хүн бие биенийхээ хажууд уралдааныг ажиллуулдаг;Нэг нь хөгжим сонсож байна.
4633393040.jpg|0|This is a woman sitting on some steps resting her eyes and daydreaming .|Энэ бол зарим алхамаар нүдээ аниад, зугаацаж байна.
4633636089.jpg|0|A teenage boy is jumping his bicycle over a large dirt hill .|Өсвөр насны хүү том шороон толгод дээр унадаг дугуйгаа үсрэв.
4633639059.jpg|0|A rider dressed in black on a green bike is in midair against a backdrop of trees and a pink hill .|Ногоон дугуй дээр хувцас өмссөн морьтон нь Мунд мод, ягаан толгодын эсрэг хувцастай байдаг.
4633771017.jpg|0|A lady wearing a white dress and a man in a red striped shirt are dancing .|Цагаан даашинз өмссөн эмэгтэй, улаан судалтай цамц өмссөн эмэгтэй бүжиглэж байна.
4633772793.jpg|0|A man wearing a goatee and knit cap is next to a woman with a black umbrella in the foreground of a group of attentive people .|Гочин, сүлжмэл малгай өмссөн хүн бол анхааралтай хүмүүсийн дунд хар шүхрүүтэй эмэгтэй хүний хажууд байдаг эмэгтэй хүний хажууд байдаг.
4633788691.jpg|0|Two women in bathing suits are together in a two-seat kayak in water with trees in the background .|Усанд орох костюмтай хоёр эмэгтэй нь арын хэсэгт модтой усан дотор хоёр суудалтай байдаг.
4633900611.jpg|0|Two men wearing shorts and boxing gloves are standing in a boxing ring and hitting each other in the face|Богино, боксын бээлий өмссөн хоёр эрэгтэй боксын цагираг дээр зогсож, нүүрэндээ бие биенээ цохиж байна
4634063005.jpg|0|An older woman and a young girl face each other over a kitchen counter .|Настай эмэгтэй, залуу охин гал тогооны өрөөний лангуун дээр бие биетэйгээ нүүр тулж байв.
4634073036.jpg|0|The man wore a helmet when he became a human bowling ball by riding a skateboard into the pins .|Хүний боулингийн бөмбөгийг тэшүүрээр гулгах замаар хүн боулингийн бөмбөг болов.
4634099785.jpg|0|A man in a black jacket with black pants is walking down a street of buildings .|Хар өмд бүхий хар өмдтэй хүн байшингийн гудамжаар алхаж байна.
4634174359.jpg|0|A man in gray uniform is cutting something on the ground while a man in white uniform is watching him .|Саарал, саарал дүрэмт хувцастай хүн цагаан дүрэмт хувцастай хүн дээр ямар нэгэн зүйл огтлох нь түүнийг үзэж байна.
4634390308.jpg|0|A boy stands in the grass waving the flag of his home nation .|Хөвгүүн нь өвсөнд байрладаг өвсний далбаагаа далбаа даллаж байв.
4634392868.jpg|0|A man dressed in ceremonial clothing is dancing outside with people following him waving their hands .|Ёслолын хувцас өмссөн эр хүн гараараа даллаж буй хүмүүстэй хамт бүжиглэж байна.
463439358.jpg|0|A fisherman skins his most recently caught trout fish from the rocky banks of Lake Eerie on a beautiful partially sunny day , with a breeze blowing and the water moving as the fish swim .|Загасчин загасны махыг хамгийн сүүлд сэрүүн, загасны эрэг дээр сэвсгэр нартай, загасны үлгэр жишээ бүхий
4634534829.jpg|0|A woman in a light blue hoodie sweatshirt is holding a row of shots .|Гэрэл цэнхэр өнгийн hoodie цамцтай эмэгтэй.
4634549541.jpg|0|A young gentleman with brown hair , sporting his sunglasses atop his head , enjoys a refreshing drink as he peruses a menu .|Браун үстэй залуу жентлмен, нарны шилээ спортынхаа толгойд нь спортынхаа толгойд спортын нэг цэсэнд спортын ундаа уух дуртай.
4634560309.jpg|0|A man in a blue plaid shirt is touching a lady who is smiling with blond-hair and a brown plaid scarf around her neck .|Цэнхэр Пласс цамцтай хүн шаргал үстэй, хүзүүг нь инээмсэглэдэг эмэгтэйд хүрч байна.
463475838.jpg|0|A crowd of Asian people standing in line to buy tickets at the window .|Цонхон дээр тасалбар худалдаж авахын тулд Азийн хүмүүс цуглардаг.
463476205.jpg|0|A man on a motorcycle is riding in the street in the rain along with two green cabs and other vehicles .|Мотоцикльтой хүн гудамжинд бороо орж, хоёр ногоон кабин болон бусад тээврийн хэрэгслээр бороо орж байна.
463478807.jpg|0|A crowded sidewalk with people on it separated from the street by metal barriers .|Гудамжнаас хөл хөдөлгөөн ихтэй явган хүний замыг металл хаалтаар тусгаарлав.
4634848106.jpg|0|A group of people in white shirts stand on a grass pitch covered with many dark balls .|Цагаан цамцтай хүмүүсийн бүлэг хүмүүс олон харанхуй бөмбөгөөр хучигдсан өвсөөр зогсож байдаг.
4634886147.jpg|0|A man in an onyx helmet plays an electronic flute as men watch , standing by some bicycles outdoors .|Onyx дуулга дахь эр хүн цахим лимбэ тоглодог, гадаа унадаг дугуйн гадаа зогсож байх үед электрон лимбэ тоглодог.
46348866.jpg|0|A man who controls a food cart , stands and looks at the photographer while doing something on top of the cart .|Хүнсний тэрэг удирдаж, зогсож, тэрэгний дээд талд ямар нэгэн зүйл хийж байхдаа гэрэл зурагчин руу хардаг.
46348868.jpg|0|A man wearing a red shirt and sandals is putting air into his bicycle 's rear tire while a man in a white shirt holds the bicycle and a woman in a green floral dress watches .|Улаан цамц, шаахайнууд өмссөн эр дугуйны арын дугуйг, цагаан цамц, ногоон цамц өмсдөг.
4635028428.jpg|0|A lady in a red shirt looking at items for sale at a garage sale .|Улаан цамцтай хатагтай, гаражийн борлуулалтад зарагдах зүйлсийг хардаг улаан цамц.
4635113623.jpg|0|A young man leans against a light pole next to a full trashcan while a bus decorated with an image of the Statue of Liberty and a flag passes on the street .|Эрх чөлөөний хөшөөнд чимэглэсэн автобусны хажууд байгаа автобусны хажууд нэг залуу туйлын туйлыг хутгана.
4635157412.jpg|0|Two men are standing on a ledge looking over a railing .|Хоёр хүн хашлага дээр харцаар харцаар зогсож байна.
463551598.jpg|0|A busy plaza with three young women with an umbrella and buckets full of possessions , possibly homeless .|Гурван залуу эмэгтэй, өмч хөрөнгөөр дүүрэн гурван залуу эмэгтэйтэй хамт завгүй плазатай.
463554115.jpg|0|An Asian lady wearing a blue blouse and an umbrella in her right hand waiting for somebody to come and pick her up because she has a lot of baggage with her .|Азийн хатагтай цэнхэр цамц өмссөн цэнхэр цамц өмссөн, баруун гараараа шүхэр өмсөж, түүнтэй хамт олон ачаа тээштэй болохоор түүнийг хүлээж авах болно.
463568380.jpg|0|A group of people in a foreign country some carry packages , come walking , some standing .|Гадаад улс орны бүлэг хүмүүс зарим багц авч явдаг, алхах, алхах, зарим нь зогсож байдаг.
463571374.jpg|0|Many people walk and stand on a crowded street , carrying bags .|Олон хүмүүс хөл хөдөлгөөн ихтэй гудамжаар зогсож, цүнхийг авч явдаг.
4635771697.jpg|0|A baby girl , wearing a white sweater , pink blouse , blue pants , and black shoes , is sitting on a green and white striped blanket on grass .|Цагаан цамц, ягаан цамц, цэнхэр цамц, цэнхэр өмд өмсөж, хар гутал, хар гутал, хар гутал, өвс дээр ногоон, цагаан судал дээр сууж байна.
4635783933.jpg|0|Several people travel toward a building in which food and drinks are served .|Хэд хэдэн хүн хоол хүнс, ундаагаар үйлчилдэг барилга руу аялдаг.
4636054805.jpg|0|Two older people , one man and one woman , sit on a bench with a cityscape in the background .|Хоёр хөгшин хүн, нэг эрэгтэй, нэг эмэгтэй, нэг эмэгтэй, арын дэвсгэр дээр сандал дээр суу.
4636055948.jpg|0|A woman wearing a sundress with flowers on it is walking down a country path carrying a pink bucket .|Энэ нь цэцэг өмссөн эмэгтэй цэцэгс өмссөн эмэгтэй.
46360594.jpg|0|Two girls are seated behind a table festooned with toys , including a blue Furby , two pink bunny dolls , and assorted figurines and stuffed animals .|ХОЁРДУГААР ХУВИЙН ХУВИЙН ХУВЬ ХҮНИЙГ ХҮРГЭЕ, БИЧЛЭГЧДИЙН НЭГДСЭН ХУУЛЬ, ХОЁРДУГААР ХУГАЦАА, ХОЁРДУГААР ХУГАЦАА, ТУСГАЙ ЗОРИУЛСАН.
463608562.jpg|0|A man in tan pants and a red shirt is grilling something in a backyard .|Тан өмд өмссөн хүн, улаан цамц нь арын хашаанд ямар нэгэн юмаалтал нь шарсан байна.
4636277239.jpg|0|A tourist dressed in black with long red-hair stands at a blue gate ready to take a photo with the camera strapped around her neck .|Жуулчдыг урт улаан өнгийн үстэй хувцас өмссөн цэнхэр өнгийн хаалган дээр зураг дээр зурж, хүзүүг нь хүзүүгээр нь бэхэлсэн.
4636392873.jpg|0|A man dressed in a tweed coat with vest and pocket-watch stands with his hands above his ahead before a group of children sitting on the floor with shelves of books in the background .|Твант цув өмссөн хүн биелэгдэнэ, халаасандаа өмссөн хүн арын дэвсгэр дээр шалан дээр сууж байсан.
4636445159.jpg|0|A woman looks at her phone while carrying a flowered bag .|Эмэгтэй хүн цэцэглэсэн цүнхийг авч байхдаа утсаа хардаг.
4636627093.jpg|0|A bicyclist in a white shirt and black shirt is fixing a bike on the sidewalk while other look on .|Цагаан цамцтай, хар цамц, хар цамц нь явган хүний зам дээр дугуй унаж байх үед дугуй унаж байна.
4636759204.jpg|0|Girls in black graduation cap and gown are all smiles , while marching in the traditional line on graduation day .|Хар төгсөлтийн малгай, даашинз, даашинз нь бүгд инээмсэглэлээр төгсдөг.
4636978915.jpg|0|A standing man in a suit finishes his turn in a chess game as his seated opponent begins his in a crowded park .|Савлуурын өрсөлдөгч нь хөл хөдөлгөөн ихтэй цэцэрлэгт хүрээлэнгийн үе шатанд ээлжлэн ээлжлэн ээлжлэн эргэдэг.
4637004566.jpg|0|A blond-haired boy in his pajamas sits on a red chair next to a black guitar and looks at a book .|ХУДАЛДАН АЖИЛЛАГААНЫ ХУГАЦААНЫ ХУГАЦААНЫ ХУГАЦААНЫ ХУДАЛДАН АВАХ, НОГООН НЭГДСЭН ХУДАЛДАН АВАХ БОЛОМЖТОЙ.
4637051450.jpg|0|Two women walking in front of a brick building carrying backpacks and sleeping bags on their backs .|Тоосго, унтлагын өрөөг үүргэвч, унтлагын уутанд хийж буй тоосгоны урд алхаж байв.
4637052380.jpg|0|A young man with glasses is playing the violin .|Нүдний шил бүхий залуу хүн хийл тоглож байна.
4637122547.jpg|0|A young Asian girl in orange pants , gold jewelry , and a gold crown , holds an orange parasol while she walks through a grassy park with others .|Улбар шар өнгийн өмд, алтан үнэт эдлэл, алтан титэм, алтан титэм, алтан титэм, улбар шар өнгийн паразолыг бусадтай хамт алхаж байхдаа улбар шар өнгийн паразол барьдаг.
4637210622.jpg|0|A young man is pouring tea from a kettle into a glass .|Залуу эр нь данхнаас шилэн рүү шилжсэн.
4637290045.jpg|0|A group of people standing around in a public area like a city , one man wearing a red jacket , sunglasses , and a hat in the foreground crossing his arms and looking the other way , another man wearing a black hat and black jacket is looking forward , with a sheriff ambulance in the background .|Хотын бүсэд олон нийтийн газар байрлаж, улаан хүрэм, нарны шил зүүж, нөгөө нь хар малгай өмссөн, хар малгай өмссөн, өөр газар, хар хүрэм, арын хэсэгт Шерифийн түргэн тусламжийн тусламжтайгаар.
4637336317.jpg|0|A girl in denim shorts and a t-shirt is outside cooking meat on a grill .|Денимийн шорт, футболк, футболк нь мах шарах махан хоол хийхээс гадна махан хоол хийдэг.
4637337239.jpg|0|A guy sitting on the grass in a blue tank top and jeans putting up a Badminton net .|Цэнхэр танк дээр сууж, жинсэн өмд өмсөж, жинсэн өмд, жинсэн өмд нь бадминтон торыг тавьжээ.
4637341301.jpg|0|Peaceful water hosts several small sailboats at the dock .|Амар амгалан ус док дээр хэд хэдэн жижиг дарвуулт завиар байрладаг.
4637420068.jpg|0|Crowds leaving a day at the beach and climbing the sand dunes to go home .|Олон хүн далайн эрэг дээр өдрийг өнгөрөөж, элсэн манхан руу авирч, гэртээ хариад авирах.
4637466845.jpg|0|A shirtless man with a white hat and no shoes sitting crisscross with his back against the wall holding up a white plastic cup .|Цагаан малгайтай цамцгүй эр, цагаан хуванцар аягатай ханан дээр цөлгүй хүн сууж, гуталгүй сууж байна.
4637704411.jpg|0|A black man with gray hair , wearing a tan and white plaid button-down shirt , is steadying a large woven circular basket of bananas atop his head .|Тэн, цагаан үстэй, цагаан үстэй, цагаан, цагаан луйвартай цамц өмссөн цамц өмссөн цамц, Банага толгой дээрээ том нэхмэл сагс байрлуулна.
4637796410.jpg|0|Two young men in black and white football uniforms are practicing in a green field beside a large gray building with a white stripe on the side .|Хар ба цагаан хөлбөмбөгийн дүрэмт хувцастай хоёр залуу, хажуу талд нь цагаан өнгийн судалтай том саарал барилгын хажууд ногоон талбайд дадлага хийдэг.
463786229.jpg|0|a small bee landed on a bunch of yellow flowers|Жижиг зөгий нь шар цэцгийн баган дээр газарджээ
4637912498.jpg|0|The women in a red jacket is drinking from her cup , while the man in green cap is staring to his left .|Улаан хүрэмтэй эмэгтэйчүүд түүний аяганаас ууж байхдаа ногоон малгайтай хүн зүүн тийшээ ширтэж байна.
4637931300.jpg|0|A young father in an orange construction vest has a young son on his shoulders who is wearing a matching vest .|Улбар шар өнгийн биелэгддэг залуу аавтай залуу аавтай нь тохирох биелэгдэнэ өмссөн залуу хүүтэй.
4637942232.jpg|0|A woman wearing a sweater and jeans is playing on a tire swing with two little children in an outdoor park .|Цамц өмссөн цамц өмссөн эмэгтэй, жинсэн өмд нь гадаа хоёр бяцхан хүүхдүүдтэй дугуй дүүжин тоглож байна.
4637943700.jpg|0|"A young woman in an "" I Heart Bill Clinton "" T-Shirt cooks meat on a grill in a public picnic area , while two young men converse behind her and a bicyclist and motorcyclist ride by on a nearby road in the background ."|"""Би зүрхний Билл Клинтон"" футболк нь олон нийтийн зугаалгаар шарсан махан дээр махан хоол хийж, дугуйны ард, мотоцикльч, мотоцикльчууд"
4637947642.jpg|0|A man in a gray shirt smoking a cigarette and getting something to eat .|Саарал цамцтай эр хүн тамхи татдаг, тамхи татдаг.
4637950362.jpg|0|A young , shirtless man wearing sunglasses smokes a cigarette in a field .|Нүдний шил зүүсэн залуу, цамцгүй эр нь талбайд тамхи татдаг.
4637951374.jpg|0|Eleven people gather in lake , group on left are male and conversing , group on right , male and female , walking further out into lake .|Арван нэгэн хүн нууранд цугларч, зүүн талд нь бүлэг, эрэгтэй, эрч хүчтэй, эрэгтэй, эрэгтэй, эрэгтэй, эмэгтэй хүн, эрч хүчтэй, эрэгтэй, эрэгтэй, эрч хүчтэй, эрч, эмэгтэй хүмүүс
4638368806.jpg|0|A group of people , one man and one woman sweeping and one woman taking out the trash , are cleaning a house .|Нэг бүлэг хүмүүс, нэг эрэгтэй, нэг эмэгтэй шүүрч, нэг эмэгтэй хогоо хаяж, байшингаа цэвэрлэж байна.
463848726.jpg|0|A man with glasses and a mustache scrapes paint off the outside of a windowsill .|Нүдний шилтэй эр, сахлын хусуур нь Windowsill-ийн гадна талыг будна.
463852657.jpg|0|Smiling oriental woman pointing a lamp at blurry head which is located on the right quarter side of the picture .|Зургийн баруун улирлын баруун талд байрлах Blurry Light Save-ийг чиглүүлж буй доренын эмэгтэй.
4638560669.jpg|0|An older , barefoot boy is talking to a younger , shirtless boy in flip flips in the middle of the street .|Хөгшин, хөл нүцгэн хүүг гудамжны дундуур залуу, цамцгүй хөвгүүнтэй ярьж байна.
4638645892.jpg|0|"A dark-skinned person wearing an elaborate green , white , and blue feathered headdress , blue sequined bra , belly-button ornament , and a blue and white loincloth with strings that extend down one leg dances while event staff wearing "" Carioca de Copenhagen "" t-shirts stand nearby ."|Тод ногоон, цагаан, цагаан, цэнхэр өнгийн үстэй толгой, цэнхэр өнгийн үзүүртэй, цэнхэр дараалсан хөхний даруулга, цэнхэр өнгийн үзүүртэй, цэнхэр өнгийн үзүүртэй, цэнхэр өнгийн үзүүртэй, цэнхэр өнгийн харцууд-Шинсүүд ойролцоо зогсож байна.
4638657067.jpg|0|A man dressed in a red t-shirt and blue jeans eats food he 's holding in his hand , as he walks along a busy sidewalk , with an antique-style sign advertising wedding rings on the right-hand side of the picture .|Улаан футболк, цэнхэр жинсэн өмд нь явган хүний зам дээр алхаж буй,
463875230.jpg|0|a young girl in a pick shirt swinging up in the air on a swing set|Савлуурын тавган дээр агаарт дүүжлүүрийн нэг залуу охин
4638839630.jpg|0|A man is smiling as he presents a playbill or pamphlet to photographer .|Тэр хүн Playbill эсвэл Pamphlet-ийг гэрэл зурагчинд танилцуулахдаа инээмсэглэж байна.
4638840250.jpg|0|The beautiful lady is pouring something into the other container .|Сайхан бүсгүй нь бусад саванд ямар нэгэн зүйлийг асгаж байна.
4639084289.jpg|0|A man in a black shirt and jeans hugs a woman in a striped shirt in front of a banner while other people mingle behind them .|Хар цамцан, жинсэн өмд, жинсэн өмд нь баннерын урд талын судалтай цамц өмссөн эмэгтэй хүнийг тэвэрч, бусад хүмүүс тэдний ард нэгтгэдэг.
4639265576.jpg|0|A man in a blue jacket sits alone at a bare , pine table in front of a flower market .|Цэнхэр хүрэмтэй эр хүн цэцгийн захын урд нүцгэн, нарсны ширээн дээр ганцаараа сууна.
4639459528.jpg|0|A black dress mannequin , with a wooden leg stand , positioned next to a suitcase , and a female dressed in a gray sweater and black pants , reading a newspaper , in a crowded city square .|Хар даашинз, модон хөлтэй, модон хөлний хажууд байрладаг, авдар, хар өмд өмссөн эмэгтэй, хар өмд, сонин хувцас өмссөн, сонин даавуугаар өмссөн, сонин
4639472092.jpg|0|2 children working at a fruit and vegetable stand waiting for their next customers|Жимс, ногооны зогсож, дараа нь дараагийн үйлчлүүлэгчдээ хүлээж байна
4639504313.jpg|0|A man is riding a bike on a street in front of a building with a lot of artistic details on it .|Эр хүн үүн дээр олон урлагийн дэлгэрэнгүй мэдээлэл бүхий барилгын урд талын дугуй дээр дугуй унаж байна.
4639638236.jpg|0|A man wearing a yellow motorcycle jacket on a motorcycle in midair with a man watching in the background|Арын дэвсгэр дээр нэг хүнтэй мандаж буй хүн мотоцикль өмссөн хүн шар мотоцикль өмссөн хүн
463970752.jpg|0|The woman in the white shirt is serving a plate of food , while another is smiling for the camera .|Цагаан цамцанд байгаа эмэгтэй нь хоол хүнсээр хоол хийж, нөгөө нь камерын инээмсэглэлээр инээмсэглэж байна.
463978865.jpg|0|A man with dreadlocks and a backpack walks down the sidewalk with colorful buildings in the background .|Дрейклозтой, үүргэвчинтэй, үүргэвчиндээ явган хүний зам дээр өнгөлөг байшингаар алхаж байна.
463988257.jpg|0|A man in a blue apron and blue headscarf stands in front of a wooden counter with a hammer on it .|Цэнхэр хормогч, цэнхэр толгойтой эр хүн үүн дээр алхтай модон лангуун дээр байрладаг.
4639918324.jpg|0|A dirt bike rider fully dressed in his safety gears rides on a muddy dirt road .|Шороон дугуйн морьтон нь түүний аюулгүй байдлын араа дээр бүрэн хувцасладаг.
4640122587.jpg|0|An old woman with a purple shirt , and purple hair piece and a mud cup is walking the streets .|Нил ягаан цамцтай, ягаан үсний хавчаар, шавар аяга, шавар аяга нь гудамжаар алхаж байна.
4640122647.jpg|0|A Young woman with long hair and no helmet is riding a skateboard in a park with a mural behind her .|Урт үстэй залуу эмэгтэй, дуулга байхгүй, дуулга байхгүй.
4640122705.jpg|0|A young man with no shirt on is wearing black pants and sneakers is jumping over a blue skateboard .|Цамцгүй залуу өмд өмссөн залуу өмд өмсөж, пүүз нь цэнхэр тэшүүр дээр үсэрч байна.
4640148862.jpg|0|A middle-aged woman is walking towards the camera 's point of view holding a shopping bag , beside her is a woman facing the other direction .|Дунд насны эмэгтэй эмэгтэй дэлгүүрийн цүнхэнд, түүний хажууд байгаа эмэгтэйн цүнхэнд явж байгаа нь камерын цүнхэнд явж байна.
4640154368.jpg|0|A man in a gray shirt and blue shorts is standing outside of an old fashioned ice cream shop named Sara 's Old Fashioned Ice Cream , holding his bike up , with a wood like table , chairs , benches in front of him .|Саарал цамцтай, цэнхэр шорт нь хуучин загварлаг зайрмагны гадна талд, дугуйтай, сандал, сандал, сандал гэх мэт.
4640634694.jpg|0|A straight-haired white woman wearing sunglasses and sporting an arm tattoo walks past a car , clutching bright pink wallet .|Нарны шил зүүж, нарны шил зүүсэн шулуун үстэй цагаан эмэгтэй.
4640638389.jpg|0|The man in a white shirt had a flat tire on the back of his bike , and he was repairing it before he could take off again while his friend waited .|Цагаан цамцанд байгаа хүн дугуйныхаа ар талд хавтгай дугуйтай байсан бөгөөд найз нь хүлээх зуураа дахиад л тэдэнийг хүлээж байв.
464116251.jpg|0|A black , brown , and white dog jumping over a pile of logs with trees in the background .|Хар, хүрэн, цагаан нохой, цагаан нохой арын дэвсгэр дээр үсэрч байв.
4641280657.jpg|0|A person on a motorcycle is driving on the same street as a woman on her cellphone .|Мотоцикль дээр хүн гар утсан дээр эмэгтэй хүнтэй ижил гудамжинд жолоодож байна.
4641294847.jpg|0|A lone man only wearing boxers is sitting on a chair looking out an above ground window .|Зөвхөн ганц хүн өмссөн бокс өмсдөг бокс өмссөн боксчид газар дээрээс дээш цонхны цонх гарч ирж байна.
4641537979.jpg|0|Woman walking , one with a blue tank on and one with a flowered tank on .|Эмэгтэй алхаж, цэнхэр танктай, цэнхэр танктай, нэг цэцэглэсэн танктай.
464156158.jpg|0|A boy who is almost completely shrouded by the shadow is run along a sidewalk that has trees on the side .|Сүүдэр бараг бүрэн бүрхсэн хөвгүүн хажуу тийшээ явдаг явган хүний зам дагуу явагддаг.
4641652790.jpg|0|In a wooded area , a young girl smiles as she holds a croquet mallet in one hand and a ball in the other , in the background stands a croquet post in the ground .|Модон нутагт, залуу охин нэг гараараа kroet mallet-ийг нэг гартаа барьж, нөгөө гартаа бөмбөг, нөгөө талд нь бөмбөг барьж, арын дэвсгэр дээр тоглогддог.
4641671233.jpg|0|Some people are sitting in a coffee shop that has a wall painted with different shapes and vivid colors .|Зарим хүмүүс өөр өөр хэлбэр, тод өнгөөр будсан кофены дэлгүүрт сууж байна.
4641889254.jpg|0|A short woman wearing a pink backpack over her front walks past a very tall man in a black jacket at the Gubbängen metro station in Stockholm , Sweden .|Урд нь нүүрэн дээр нь ягаан үүргэвч өмссөн богино эмэгтэй.
4641899410.jpg|0|A group of old Asian men standing around , two are sitting , one with a band aid on his left eyebrow and the other is wearing glasses and a striped shirt .|Хуучин Азийн эрчүүдийн бүлэг хүмүүс зогсож байсан, хоёр нь түүний зүүн хөмсөгний тусламж, нөгөө нь нүдний шил, нөгөө нь нүдний шил, судалтай цамц өмсдөг.
4642208620.jpg|0|A man with a dark jacket , shirt , and pants , standing near a grill with one hand holding the handle of the grill 's lid .|Харанхуй хүрэм, цамц, өмд, өмд, шарсан махны бариултай нэг гараараа шарсан махны бариулыг барьдаг.
4642442935.jpg|0|People are walking down the street and a child is sitting on the curb .|Хүмүүс гудамжаар явж байгаа бөгөөд хүүхэд, хүүхэд муруй дээр сууж байна.
4642473548.jpg|0|Three Asian women paddle there boats down the river , one in a black shirt one in a red and one in a blue .|Гурван Азийн эмэгтэйчүүд гол руу сэлүүр гүйж байв.
464251704.jpg|0|a girl in a pink top is swinging with her hair flying everywhere .|Ягаан өнгийн дээд дээр охин нь үсээ хаа сайгүй нисч байна.
4642712113.jpg|0|One women in black jeans and a bikini throws her hand in the air while on the beach .|Хар жинсэн өмд, бикини, бикини нар далайн эрэг дээр байхдаа түүний гарыг агаарт гараа хая.
4642793939.jpg|0|A shirtless man wearing blue jean shorts is leaning against a black pole .|Цэнхэр Жан шорт өмссөн цамцгүй эр хар туйлын эсрэг бөхийж байна.
464284254.jpg|0|A young man in a black hat walking down the street , pointing at something in the distance .|Хар малгай өмссөн залуу гудамжинд алхаж, алсын зайнд ямар нэгэн зүйлийг зааж өгөв.
4642842928.jpg|0|A man in a woman sit on a motorcycle on a busy street at night .|Эмэгтэй хүн шөнийн цагаар завгүй гудамжинд мотоцикль дээр суудаг.
4642869349.jpg|0|Square dancers decked out in green and white square-dance attire circle around on a tiled patio with arches and palm trees in the background .|Дөрвөлжин бүжигчид ар араас нь нөмрөг, далдуу модоор дүүргэж, цагаан өнгийн квадрат бүжигт хүрээлэгдсэн.
4643130562.jpg|0|"Two uniformed women , wearing jackets saying "" Politie "" on the back , are looking at each other in front of a crowd ."|"Хоёр дүрэмт хувцастай эмэгтэй, ""Полеог"" -ийг арын хэсэгт нь ""ПЛЕМИ"" гэж хэлээд, олон түмний өмнө бие биенээ харж байна."
4643178469.jpg|0|A person with a ponytail , jean jacket , walking near slitted fence outside on a sunny day .|Жантай, Жан хүрэмтэй хүн нартай, нарлаг өдөр гадаа байрладаг.
464340358.jpg|0|Four construction workers gathered around a hole looking in a bucket .|Барилга угсралтын дөрвөн ажилчин хувин харцаар цугларав.
4643411517.jpg|0|Three women in purple dresses with red are carrying a purple banner .|Улаан өнгийн даашинзтай гурван эмэгтэй ягаан өнгийн баннерыг авч явдаг.
4643486260.jpg|0|Men and women , all wearing green and white , are dancing in pairs outside of a building .|Эрэгтэй, эмэгтэй хүмүүс бүгд ногоон, цагаан өнгийн хувцас өмсдөг, байшингаас гадна хосоороо бүжиглэж байна.
4643831103.jpg|0|A chef mixes some ingredients in a bowl while another kitchen worker watches .|Тогооч нэг аягатай хамт зарим найрлагыг аяганд хийж, бусад гал тогооны ажилчин цагийг цаг алддаг.
